"fingerC"
"Time (sec)","Reaction Force3 (newton)"
0,0
0.0104896181905765,8.95818049055031
0.0209059867439327,10.2286580083938
0.0312765225689638,9.17997325311811
0.04,9.94309538039319
0.041305221779932,10.0011130051553
0.0514425316464956,9.42322596422461
0.0615771232778619,10.4540943366461
0.0717476695733979,8.30821231402698
0.08,9.51519616077587
0.0820672896826588,9.22903054443003
0.0924370055393874,10.3784001392632
0.103300630289121,8.79423571766436
0.113363928181733,9.09440920912299
0.12,9.06855990156439
0.123622017899183,8.72606412093327
0.13376506638085,7.87927336732391
0.143784442972914,8.67236979650886
0.154036907747008,8.08269619087089
0.16,8.92388817067202
0.164246929190551,8.34298160550628
0.174487735042402,7.97083575139686
0.184551851932815,8.75760091801648
0.194585271052179,8.54343324462877
0.2,8.90663653426899
0.204739276320418,10.3647178256776
0.214979438155187,9.08437030740378
0.225025118983548,9.91821652153585
0.235443304097714,8.7045016437023
0.24,9.81555984290527
0.245670472603567,7.95755264020025
0.255720163158781,10.0208874919473
0.266078426489983,8.4900394055055
0.276264907721014,8.49194197197521
0.28,8.8563201292562
0.286301222657592,9.23183181931367
0.296352668304556,8.86701776658454
0.306464371152048,7.59285692273664
0.31676428298638,8.62405451983648
0.32,9.428045999094
0.326950225306387,9.82175841369548
0.33735224177955,8.01310902731917
0.347443002080301,8.09086435811123
0.357519010316532,8.33134946529604
0.36,9.444252381683
0.36788624216407,9.70428121921559
0.378058761228665,8.75086217299462
0.388249136886422,8.21725150281969
0.398776772914905,10.1734198070281
0.4,9.2781144539446
0.408987309399079,7.83440413289427
0.419027601883645,8.73759222741387
0.429076527341253,8.49709101929819
0.439123774251503,8.52843881066872
0.44,8.98759985382512
0.449424489329498,8.16484906310354
0.459799173884135,9.14225182311772
0.470168972687042,8.57735065476735
0.48,8.7153844628901
0.480494639485042,8.07382940772209
0.490536980043298,8.42952226926213
0.500873556955944,9.56831300153025
0.510952649569271,7.53088370006759
0.52,8.92540424920286
0.521022603213922,8.5940602297154
0.531118779050803,9.05071321166688
0.54114957703368,8.67957487373446
0.551565289937865,8.6697460904792
0.56,8.77889755239496
0.561591407227576,8.83560528119562
0.571876719710697,9.74272619255229
0.58211886712757,8.47791865797248
