Grafico48
"Tempo (sec),""Forza di reazione48 (newton)"""
0,16.9950243963
0.0102033931197748,8.69242856281826e-15
0.0202119163065772,1.68096782129297e-15
0.0303144636978331,4.58003276427414e-16
0.04,0
0.0403944266077592,1.21641954749405e-12
0.0504743623112356,2.25247873016725e-15
0.0604953591927416,2.18372556855025e-15
0.0705240841625412,8.92342977398253e-16
0.08,0
0.0805624230084406,4.38651556674398e-17
0.0907516936412517,6.04722165447826e-15
0.101192217500886,7.62160015252985e-16
0.111274190522386,1.68559277285578e-15
0.12,2.9427809631135e-15
0.1213006833025,8.67232503812941e-18
0.131375631200463,6.38485516148257e-16
0.141511830944012,5.45178955897415e-15
0.151636956467877,2.61670763672235e-15
0.16,1.29022307409174e-14
0.161957204999307,3.5523549506621e-15
0.172607628544456,9.80283996376856e-16
0.182684337332742,3.74992790469644e-15
0.192722147636105,4.79267177787757e-15
0.2,3.77671288558319e-15
0.203204878155395,6.22894817254466e-15
0.213540035915283,4.57737911667127e-15
0.223553474876102,6.14195618375296e-15
0.234055674373942,8.39757911310717e-15
0.24,7.97161523129891e-15
0.244114240525569,7.72078702921374e-15
0.25415773021847,7.56899358264949e-15
0.264296412422869,1.53230627948494e-14
0.274332819934242,1.71668440877296e-15
0.28,1.37682675466169e-15
0.28446511453305,6.77881865887038e-15
0.294624696986501,1.15098429918849e-14
0.304696427265241,2.50182211100299e-17
0.314828442460547,3.32829405529203e-15
0.32,5.72082097913032e-17
0.324846195814051,6.49398466883234e-15
0.334882151201337,8.04278364091299e-15
0.34493475925655,9.85005742666052e-15
0.355086688040343,3.13167469986305e-15
0.36,4.45388067710611e-15
0.365093863223918,8.54500086427448e-15
0.375126358854386,9.99747954743819e-15
0.385320586592958,6.24307353674129e-15
0.395329832101642,8.22835540560611e-15
0.4,1.16446523977999e-14
0.40541426698007,6.91343099528361e-15
0.415650617069866,4.52241163417647e-15
0.426231672897403,4.75327935289533e-15
0.436628952334804,6.18831284323316e-15
0.44,6.15733221623191e-15
0.44674202457851,5.08389205695215e-15
0.457017267737116,9.34082383446373e-15
0.467035790729527,8.39779651745974e-15
0.47743537727484,1.005423256948e-14
0.48,4.95085427768909e-15
0.487831638151406,1.16759601830914e-14
0.497851983265086,9.79445396367068e-15
0.508319557693403,1.17244498800165e-14
0.518448931632128,7.04022460312843e-17
0.52,1.71738704910029e-16
0.528807850784228,7.92110346199494e-15
0.538850414675724,0.378359629229225
0.548868869199583,0.532687622916977
0.55887461851873,8.78393809159728e-16
0.56,0.238779695954252
0.568954118446655,4.95420752651016e-17
0.579152523503631,0.843483730424146
0.589440860869063,0.184108774693214
0.599498085664448,0.675824662242512
0.6,0.43246919625859
0.609510639151496,0.24381974402837
0.619630723980673,0.310471450784787
0.629857508193842,3.41479625021699e-16
0.639876933166592,0.0960393875221359
0.64,0.127198915083209
0.649944853342688,1.51691416616682
0.660085282356361,0.292807099108478
0.670307572015771,0.581287633958869
0.68,0.751388789476054
0.680582008162463,0.749905213534337
0.690866372292026,0.745669175793186
0.700950402920787,0.639022721042494
0.711021444067074,0.350532355124423
0.72,0.31275244888869
0.721056655105707,0.617968295303077
0.731237003071985,0.691736556245272
0.741267716211893,0.196035986583837
0.751414558756992,2.54508233084337e-17
0.76,0.371924662411085
0.761620530981603,3.06075477265221e-17
0.771709275404013,0.367176228513857
0.782272520288258,1.64732318125663
0.792348406644263,0.807124482840062
0.8,0.861432747684835
0.802430830041598,1.00475741967055
0.812714602242443,0.756795841731113
0.822734652314521,1.15346205731965
0.832847050196041,0.725156396107155
0.84,0.10472784338467
0.843712305367472,1.19384734028419
0.85381462745889,0.77560052751302
0.864084813504866,0.766106958368371
0.874139463233573,0.824857280263438
0.88,0.689132990262851
0.884252075681335,0.918603615755265
0.894371917344033,0.944064247449924
0.904467450490204,0.78231803940577
0.914839294853072,0.437553783861284
0.92,0.925254109434879
0.924934901446662,0.897513907643685
0.935333770887216,0.891870166521416
0.945353068646415,0.736184528504216
0.955401272844293,0.916649443811871
0.96,0.676839490618788
0.965445305168342,0.797313665022614
0.975531438774914,0.96258605474632
0.985656656886455,0.98723194482931
0.995737847112645,1.08819407143561
1,0.853363053233471
1.00587039202784,0.964521613117754
1.01595231998722,0.660539971718628
1.02599574877194,0.927588949727037
1.03611417184363,1.02570096097099
1.04,0.913724326847829
1.04635095645587,0.896849945892671
1.05637466739322,0.752429449005221
1.06655435041545,1.30675053204819
1.07662473405778,1.0886765080335
1.08,0.925451837178535
1.08667932615885,0.762283786152506
1.09671573099371,0.888727174000301
1.10700388982581,0.735397783323242
1.11703679808551,1.20082953995276
1.12,1.00623903060204
1.12720825492124,0.951003386158967
1.13723014578796,1.48481968182144
1.14728634904524,1.3242823848414
1.15736454983154,0.971722102079303
1.16,1.37436318293911
1.1674370953834,0.954188971103857
1.17753233524915,1.23848941583274
1.18770327923968,0.833871341291284
1.19776065355781,1.21183660522818
1.2,1.6262233259403
1.20812894867045,1.65554643660572
1.21835322752696,1.17114164058342
1.22847865051867,1.00920284126762
1.23858684892459,1.13139115634638
1.24,1.09259539668508
1.24876365147761,1.28565737287478
1.26025793261635,2.12905919091637
1.27052457875877,0.869485212462854
1.28,1.25581869055776
1.28065273593822,1.33129331820322
1.29161608672647,1.73322151097203
1.30197939608753,1.18823395714985
1.31221845867977,0.895881197698542
1.32,1.24397122812773
1.32241893384758,1.59853963274272
1.33243492292764,1.4176778054846
1.34274545280073,1.6897838412951
1.35275624496859,1.0547663556571
1.36,1.45747164026435
1.36371019393398,1.26529801108229
1.373943611583,2.20513076243726
1.38401272177042,1.52972486491581
1.39477602919603,1.36976597158675
1.4,1.47162739790977
1.40491940968227,1.54487714653831
1.4149525842887,1.27554279576324
1.42507061978609,1.47276707351768
1.43513226617399,1.64318984527903
1.44,1.54387875504842
1.44525723076575,1.2241099721752
1.45529772293859,1.35800322540098
1.46543917870307,0.782755136060197
1.47546174881837,1.3660969405929
1.48,1.58205432757353
1.48549692328234,1.14313901584305
1.49581226916135,2.16391808417924
1.50631070963848,1.79794251946853
1.51633845819285,1.58468155372712
1.52,1.54888811430508
1.52638056638424,1.11045708631456
1.53697077578329,1.40000972646535
1.54740685367934,1.42005565997302
1.55747281398098,1.53666719723285
1.56,1.52179345951942
1.56766535509954,1.11346952462307
1.57784755566712,1.46837461873445
1.58793145575748,1.07721536113391
1.59804896313435,1.40804823637238
1.6,1.32462247757032
