"infA"
"Time (sec)","Reaction Force5 (newton)"
0,0
0.0101012545166334,7.54873520048845
0.020261024333448,8.86200597812972
0.0306296658552061,1.04870689066844e-14
0.04,1.03965287250606e-14
0.0409763266041838,7.11237083340304e-15
0.0512265535288444,2.40861739445944e-15
0.0613322982446237,6.22369149656006e-15
0.0713727308241002,1.00377304108953e-14
0.08,1.56116047780631e-15
0.0814087788804039,9.97667201106129e-15
0.0917304543899643,8.53384423379719e-15
0.101846636486607,4.61075388792194e-15
0.112046280407089,4.63702300085973e-15
0.12,1.5871578127304e-15
0.122349494336019,1.1593197096428e-14
0.132369709455955,7.16169783196944e-15
0.142594562652792,2.61204574704584e-15
0.152629018486801,1.493081949794e-14
0.16,1.39318849920012e-14
0.162663445536895,4.20542398501637e-15
0.172697550861152,1.32105431887772e-15
0.183115517749707,7.77378323819485e-15
0.193674322703964,2.48361246177073e-15
0.2,3.33280900415698e-15
0.204285410135423,7.42147709267778e-15
0.214334236855849,1.12698721398846e-14
0.224844864231579,4.25491312601877e-15
0.235600368577971,8.53046761765928e-15
0.24,1.11029565986645e-14
0.246146568189199,5.28669510890737e-15
0.256351260777855,2.812129311932e-15
0.266390478743192,1.22980049719298e-14
0.276450602543354,8.59578962546428e-15
0.28,5.50550415378761e-15
0.286502854635987,4.06579128133369e-15
0.296554527282157,1.03672955010592e-14
0.306817184105914,8.45008567370655e-16
0.316842943365317,1.62116045689632e-15
0.32,3.67611703314841e-15
0.326906704022279,6.33196861340029e-15
0.337138733865618,3.67268168468349e-15
0.34725464867118,1.04530771703327e-15
0.3573891831757,1.09728790011914e-15
0.36,1.11094469194257e-15
0.36773495012985,1.15198509672023e-15
0.377894113950757,1.20708628703593e-15
0.388242637445476,1.26444370888949e-15
0.398372424403907,1.32163588666457e-15
0.4,1.33091265373606e-15
0.40863862601884,1.38052232117731e-15
0.418736199013169,1.43923868728345e-15
0.428764947732403,1.49824506564047e-15
0.43896503821623,1.55888439536032e-15
0.44,1.56506959578999e-15
0.449021934844891,1.61922075422393e-15
0.459377908877102,1.6818582596789e-15
0.469389972537489,1.74285294424826e-15
0.479788120751284,1.80660759068286e-15
0.48,1.80791071459012e-15
0.490651761308616,1.87361482232685e-15
0.501048064690111,1.93808240216328e-15
0.51126543768935,2.00173532493396e-15
0.52,2.05636169694569e-15
0.52165626490267,2.06674064341144e-15
0.531715415268436,2.12990856524593e-15
0.54184569150923,2.19373867045677e-15
0.552062420116928,2.25831399388754e-15
0.56,2.30861206569511e-15
0.562430823131507,2.32403663309206e-15
0.572811803085099,2.39001374449915e-15
0.58294731220882,2.454585959482e-15
0.593001605693414,2.51878055968482e-15
0.6,2.56354049617959e-15
0.603069722160585,2.58319250808911e-15
0.613184573800447,2.64802402821159e-15
0.62336973648381,2.71341956963085e-15
0.633385376008326,2.77782981481085e-15
0.64,2.82042089867885e-15
0.643509058883524,2.84303170379391e-15
0.653592430110304,2.90806424720814e-15
0.663991984999263,2.97522413499288e-15
0.674246362791671,1.29657139186627e-15
0.68,1.4955699238503e-15
0.684431658942811,6.66752062926715e-15
0.694528881586296,1.24456936525378e-14
0.704565395876849,8.77470087427642e-17
0.714628261921374,5.40846367851912e-15
0.72,1.29088215990549e-15
0.724755823551479,6.97343093393595e-16
0.735083707844608,0.731470534694862
0.745104440415621,3.05539060191307e-19
0.755332580655792,1.1429191591795e-19
0.76,6.17496216831283e-24
0.765349568803154,0.422345163761954
0.77611493426807,0.384037558332416
0.786472239725925,0.270139619436683
0.796717974342508,4.10955313833409e-15
0.8,0.131359794008346
0.80672767731955,0.162128799439492
0.816849218234887,0.37437309339731
0.827040827883216,1.29447116853802e-19
0.837164738422815,0.135786458565385
0.84,0.177415239347476
0.847346299250121,0.288357043170009
0.857486462722554,0.346542487130864
0.867588519951993,0.0222572754341412
0.877837017456688,0.417342291506564
0.88,0.257507506637738
0.887851019394182,0.157567173491078
0.898934945870508,0.259606413172215
0.908956847413845,1.49101334348946e-14
0.919396942553955,0.440976426428437
0.92,0.0879712772832161
0.92950550333611,0.433440691776115
0.939587544605437,0.0129853271115422
0.949908523102066,6.98319151773939e-15
0.96,0.567684530514454
0.960135465366947,6.19223160908263e-19
0.970197768006652,0.464647225310519
0.980221742056118,1.6824771090393e-15
0.990250888974794,0.317098911580141
1,0.332411055404605
1.00040511493781,0.988900289016446
1.01052450872934,9.19514572990392e-15
1.02084983656312,0.334490535581858
1.03143797139673,1.02027109225295
1.04,0.0350184522806306
1.04159245890155,0.368061136070762
1.05221137288758,0.271668540935371
1.06260331778941,1.17678470970148e-18
1.07261342505712,0.494200062639692
1.08,0.116305971701353
1.08285033681789,9.56813296951147e-18
1.09293064264003,0.198690253270505
1.10298974665664,0.158516942220265
1.11307936439766,0.346192745802394
1.12,0.363713742226365
1.12312645346797,0.60569613106596
1.13316654208301,0.972168824554118
1.14320737355458,2.39092794518034e-19
1.15322787803038,0.72668115866349
1.16,0.69259463790252
1.16340600153723,0.546775742285454
1.17354633373294,0.534982683654332
1.18369701664699,0.231723502760765
1.19396286061935,0.474679638280353
1.2,0.475191135784174
1.20399249069298,0.0684525082012733
1.21408014822368,0.132773700786349
1.22415552464804,0.165281928881561
1.23433909266474,0.0553457271256427
1.24,0.432489954694849
1.24436373103857,0.812982062771298
1.25460052130558,0.135407754316641
1.26465112746714,3.49786216549786e-15
1.27475669993954,0.477613621359799
1.28,0.201318772843197
1.28495001837654,1.19114779627656
1.29535969256297,0.327071487977066
1.30540466813272,9.65154108703683e-15
1.31554330794775,0.30014658648309
1.32,0.543538605074331
1.32570780837189,0.311549118653755
1.33584126560124,0.250443328212681
1.34585951352418,0.855272435163262
1.35598372768774,0.50870942165124
1.36,0.0405027558740276
1.3659936145233,0.354987101431039
1.37618641434323,0.407728104096296
1.3871283862483,0.489960485265576
1.39733821565274,1.64125009172692
1.4,0.481346161113458
1.40749841567103,0.525304786096772
1.41751589645152,0.667589967559943
1.42756399116496,0.47355852885791
1.43764457562224,0.495305690829171
1.44,0.305880901448108
1.44772890375593,0.776224249595059
1.45840539014912,0.374568193744042
1.46849762284737,0.881773888398089
1.47856732461562,0.503558811516248
1.48,0.370674371028238
1.48865679622551,0.31594322139697
1.49880506973782,0.683189064949692
1.50901191607688,9.23139878343067e-15
1.51918506644811,0.0262705886296946
1.52,0.328374810261126
1.52943806192393,1.1944904180786
1.5396054865041,0.446328761749542
1.54995187325006,2.23961081923986e-18
1.55996870234816,0.905755113111919
1.56,0.930719931446034
1.57131920746867,1.17800078683453
1.58150235653211,0.135025371039837
1.59181678378099,1.37410454858007
1.6,0.345500775877233
1.60183978191206,1.166512816124
1.61278828696216,1.25263063982497
1.62285364205699,1.19045357285708e-16
1.63317249946385,1.06902679607087
1.64,0.702864199753139
1.64330815685677,0.59385484325282
1.65363304871275,1.75570338419536e-15
1.66450835975955,0.558589844046394
1.67460571423415,0.912298847550357
1.68,0.87520426912379
1.68477897316215,0.690856049755553
1.69492316469414,0.0398252797783089
1.70548551635318,0.472308875113018
1.71566098776055,0.914580097092882
1.72,0.653719796430098
1.72573371458088,0.44422129498072
1.73583242348859,0.501750171784073
1.74584539046932,0.424975228952754
1.75585280939693,0.557707687722582
1.76,1.02673303901883
1.76587368476682,0.104669378347483
1.77600539280252,0.402258118373715
1.78701367249698,0.627098029603387
1.79707400907621,0.514637002336406
1.8,0.264172810785491
1.80712567327205,0.504461288595377
1.81726321794878,0.62668775675306
1.82739273296668,0.772187611118166
1.83748588495954,0.665915016003987
1.84,0.607510307403321
1.84801235402396,0.650153626993489
1.85804659069178,0.351683062931841
1.86826559537057,0.431018116005853
1.878418879067,0.640544636163726
1.88,0.418994577747151
1.88848644220065,0.890476861583506
1.89853701480186,0.47589107616119
