"Grafico10"
"Tempo (sec)","Forza di reazione13 (newton)"
0,0
0.0100068514116233,5.37303895009811
0.0200408172997541,5.42330568153545
0.0300795602306394,4.89177223533567
0.04,5.9390542843324
0.0402092119703398,4.30252690911461
0.0505052854824343,6.18055103311256
0.0605207305024518,6.13723669074111
0.0709614912912078,4.24626444890592
0.08,6.32004159214965
0.081292563162295,4.80194416460934
0.0914511990762468,6.07333813328438
0.101777644570932,6.45928749390808
0.111860778005825,7.15376523257507
0.12,6.63791322353635
0.121963667223948,6.8804919078951
0.132073706888529,6.09602344753649
0.142330268651521,6.17233285261655
0.152390364173809,6.32742382317026
0.16,6.28958787171912
0.162475450522168,5.31049504585127
0.172722043490302,7.18486094606892
0.182751391882696,6.5536777841031
0.19286032738266,6.02633744235397
0.2,5.21143499807766
0.203012758312877,7.2636087119021
0.213155993293079,6.01538153020217
0.223682017854794,6.85336270705372
0.233814023787023,6.33074262090589
0.24,5.93173338088233
0.244109687769687,5.97333276607598
0.254314845324386,6.92615726679814
0.264365826181218,5.42212974843794
0.274848170208085,5.87423543557536
0.28,6.31190304544737
0.284872138791832,6.47230900974037
0.29503592816877,6.90559532598948
0.305147678322462,5.3096173924681
0.315277985970236,5.84232530815066
0.32,6.21482259243071
0.325328152935156,5.42833249037811
0.335524781176334,6.34175237720178
0.345574969163965,7.12325771146516
0.355596950277705,6.70151690435669
0.36,6.24486748002505
0.3660937272668,5.71929473060295
0.376142594731055,6.97860478994525
0.386254737481646,6.49760414607967
0.396294139537805,6.34711606498034
0.4,6.05677488407488
0.406886163435768,6.23423167540139
0.417025902836216,5.88881352577928
0.427171847769233,5.02605552463668
0.437196744305267,5.64060048069222
0.44,6.00869066342678
0.447300304068977,5.89525676038653
0.457522848858916,4.55164951660395
0.467540903463798,5.48160997073327
0.477585746468883,5.85922471697451
0.48,5.65080147012603
0.487623901307048,6.5176349774117
0.497653174235546,6.4054505979257
0.507736007283273,7.34653071559355
0.517768570418721,5.50377524367233
0.52,6.19918900614697
0.52791764222658,5.92290025218561
0.537959523661312,6.80477631233015
0.548014948913875,5.49520883254449
0.558061795468707,6.57342952202658
0.56,5.24795759382303
0.568265291796112,7.34616401921484
0.57843588941246,6.46460428263808
0.588624005531233,5.99135838416391
0.598643752522901,5.89703441141
0.6,6.44275515912594
0.608802517469802,4.28339582664443
0.618845396911336,6.33210060626626
0.628931136915677,5.76170584421078
0.638991265431932,6.0849717065357
0.64,5.93819114702974
0.649034422721738,5.46214696967041
0.659284897762386,6.00252029465744
0.669444305366819,5.10058905753225
0.6794892806634,5.99694219348023
0.68,5.94173448957345
0.689527011156528,5.68112889551255
0.699620525690578,5.53199359664283
0.709685773170947,7.37121303622632
0.719717875427911,6.66832991755636
0.72,5.91117638182283
0.729801006463648,5.59213571676332
0.740047631819555,6.06401762704772
0.750242725649478,6.51055403289555
0.76,6.13954879462455
0.760438631965871,6.13952300610181
0.770578463182608,7.62299463562966
0.780851263925811,6.01237520938443
0.791064929759702,7.01425565336732
0.8,6.13198228052136
0.801078868038202,5.71359605343588
0.811254126397812,6.07124765284742
0.821289142939396,6.53306502158957
0.831325854706988,6.13760073506398
0.84,6.57531962009868
0.841504108403821,6.61401079468783
0.8515492953675,5.43229874500862
0.86163409775446,4.96820098010293
0.871835740426259,5.76596338269313
0.88,5.70676823008073
0.881855990706389,6.42107035089031
0.891884611191863,6.82447173350861
0.902000515077087,5.34383690747791
0.912155223395136,6.3394085878281
0.92,6.52146502218277
0.922427963159249,5.64406300733332
0.932514751379862,5.77491167470235
0.943251709044651,7.50118797359759
0.953538777439069,7.10956441624556
0.96,6.13971515971041
0.963641973271461,5.58824252580456
0.973756027170705,8.35702370811842
0.983857445746125,6.65846623767398
0.994000916663357,6.48510036804664
1,6.98220410673589
1.0041032831116,3.86487131979921
1.01418961877531,6.06974326486359
1.02436183692268,6.06458241629692
1.0344763016786,4.96110343489835
1.04,6.25615555924217
1.04450003276374,6.26281461933815
1.0545421552615,6.66512102006611
1.06457649228512,5.47045631971818
1.0746707724402,5.66494417061486
1.08,5.67107505446652
1.08486323402927,8.23820006756781
1.09492236240482,6.10653605460261
1.10507844713814,6.0597694144611
1.11517848277662,4.85178600168196
1.12,5.37022550435447
1.12520032426232,5.36224418551911
1.13539808733729,6.60847063547411
1.14596274667825,5.68127021649158
1.15621397869288,6.55498650907453
1.16,6.75876987796128
1.1662678004662,5.80904974162739
1.17648678787869,5.31188349760031
1.18651652998461,5.72993556987609
1.19655975289537,6.63965626568721
1.2,5.9297677558645
1.20682379925068,5.707384696962
1.21734690584097,6.0883471820409
1.22743962873438,5.37176795322363
1.23760682476479,5.17903648348346
1.24,5.87094295278479
1.24790916999572,5.20651548785325
1.25797145722541,5.77026917178009
1.26816134057068,6.77325506862839
1.27830346887709,5.64414916173086
1.28,6.19499038636498
1.28846202289629,6.45567445289986
1.2985209158035,5.93968665677613
1.30856048053597,5.68768648873489
1.31860663615323,6.30145331204626
1.32,5.38622151136995
1.32877323143373,5.23262305078618
1.33900110879091,5.86005957001215
1.34905407547884,6.23257508177306
1.35923720469364,7.42273983841563
1.36,5.40033542471151
1.36927390785033,6.84246782442905
1.3793180429035,6.02813885019331
1.38949736604142,5.66916110799717
1.3996027649452,5.75373764279212
1.4,5.9468913729316
1.40964142670693,5.80401398981054
1.419662962263,7.20500148487483
1.42970432334683,6.33855284285863
1.43987358176995,5.34009382080241
1.44,6.65712704414676
1.45000239994396,8.20832641942061
1.46044476639632,6.13602408066105
1.47065565905135,7.07030329381628
1.48,5.99806689077113
1.4806900428496,5.61490703933693
1.49082435182339,4.46007776910567
1.50110611857538,5.75992628891306
1.51126237038656,6.21636797585227
1.52,5.89061120398671
1.52144768193015,6.73190466393926
1.53172192585833,5.11520629389252
1.54189839205813,6.21765236772934
1.551927246342,5.41381611994962
1.56,5.764342813752
1.56194717326095,5.54652150749566
1.5719706460526,4.98785641454799
1.58202412618551,5.56383821892867
1.59213498740609,6.26091258772091
1.6,6.41297619462141
1.60231810410366,5.88270061901293
1.61276863751627,5.55478719920187
1.62288701134574,5.9237045475542
1.63292512995575,6.71658623172532
1.64,6.82133577369826
1.64301259762388,5.9903266287201
1.65308175754974,5.85506675001899
1.66311861900909,5.94466574922733
1.67314858543389,5.9567455846394
1.68,6.42332948893
1.68330678547738,4.67343806513331
1.69352443713475,7.5872147019196
1.70366699617605,6.32992468483429
1.71369158220784,6.34880905855423
1.72,6.2040707679471
1.7237979603651,6.85567973177576
1.73381824162938,6.48269553416894
1.74417982407361,6.02340094906819
1.75418611398737,5.49036965741472
1.76,6.65696444371489
1.76431930199428,4.57366169262003
1.7743386441031,5.53909139459721
1.78443926781485,4.32410781721427
1.79460843452928,5.6669080133946
1.8,6.16093438713829
1.80472417538213,8.26426408510658
1.81484031843082,6.46082886331407
1.82505083776299,6.81945855983073
1.83516627695035,5.46866276794221
1.84,6.05636569799962
1.84531686755012,5.25921129767936
1.85535390497382,5.43331676271117
1.86550396434902,5.25310542377572
1.87588569197778,5.52809246140618
1.88,6.32022156899859
1.88596910629311,6.52567392969367
1.89601451204498,5.56580999021848
1.90606881715459,6.13964309163874
1.91609213055509,5.71573908073119
1.92,6.86673044245388
1.92622147497879,7.51655731774231
1.93630545213137,6.23519575214769
1.94657258978875,4.68321223774513
1.95665917150293,5.71111923854199
1.96,6.13883900447021
1.96699082415704,6.10510503055888
1.97717546374336,5.24545863370042
1.98718492843759,7.3885055077514
1.99771925014341,6.60962548346963
2,6.33184617610929
2.00776037731781,6.90534997554485
2.01788304793456,7.62280308472156
2.02790452571595,6.85617683442023
2.03828355349721,6.05011681136526
2.04,6.14964681972812
2.04845208892806,6.67213237135973
2.05865389193028,5.23966606556866
2.06881927278248,6.20129265548962
2.0789451270916,4.65383597478263
2.08,5.04310568505658
2.0890535655985,6.13385995387074
2.0991006699048,6.77838445655785
2.1092207601582,6.38286686869951
2.1192501802375,6.34329993623348
2.12,6.27413153819584
2.12944830191687,4.77437812399587
2.13954710265725,5.61370154108789
2.14966475529477,6.06383057743493
2.15989429435095,7.87844651436056
2.16,6.10033733569366
2.16991791479861,6.8665620269203
2.17994739359569,5.37004072322244
2.19057875154372,6.0654356991516
2.2,6.31089778471674
2.20077492388635,5.5020977917227
2.21080636116042,6.19364718829887
2.2208517227599,6.31361727156661
2.23101687990407,5.45565283220596
2.24,6.08182512050698
2.2410427589017,5.5066859283463
2.25120590207795,6.31922946051195
2.26134813954352,5.81847273453414
2.27151283559761,6.39120130158771
2.28,6.15929091325116
2.28153130881197,6.61552907934733
2.291659414954,7.7470553705484
2.30169333028136,6.3498646701712
2.31214368624348,6.24997128814828
2.32,6.26589377231052
2.32216399311626,6.38407560381647
2.33239379636748,5.72185257088862
2.34241878307438,6.33604276782376
2.3524384271729,6.64223546823035
2.36,5.7077060562302
2.36258361862566,5.44897903563756
2.37272086939538,6.43033577914863
2.38276150138718,5.6920933962314
2.39285893928298,7.18080313118121
2.4,6.08036850245736
2.40289838491938,6.89162092984424
2.41307451805996,6.19951356223493
2.4231376989405,6.13967415753136
2.43324710546379,5.8114546425519
2.44,6.1827545710064
2.44337170366025,5.07375805971411
2.45339058402074,5.83366799850748
2.46352263093719,7.39034583538521
2.47356246116031,6.13952307817237
2.48,5.83230132964197
2.48369007383115,6.476267514934
2.4938398595358,7.15280574809367
2.50397301963545,5.33614326703114
2.51416380328682,4.96017107807524
2.52,6.38265654868173
2.52431505178539,5.23225481039207
2.53444511030613,4.82310657954369
2.5445141794051,6.61070860350507
2.55461312268485,6.82656444783555
2.56,5.81489183852043
2.56480623055653,7.21164182133643
2.57496839401712,5.25191091280736
2.58516721849611,8.05350788738851
2.59518171077788,5.24353524580402
2.6,6.31384226086288
2.60540058878688,5.16022281860554
2.61540553900142,5.38301346262356
2.62544256969563,6.78975788595271
2.63558911545097,5.61335968475047
2.64,6.28036775256042
2.64616752730368,6.13998783763077
2.65618155495884,5.44631335231847
2.66635263905873,6.09100083243259
2.67654040101509,5.86494049688531
2.68,6.70502131350249
2.68660891554728,5.62503779619545
2.69672859644717,5.80599797639041
2.70675070559654,5.75859739553457
2.71677648309059,6.03196214330836
2.72,5.84119006593608
2.72753871636768,7.59536144675795
2.73769774356182,4.77295185192269
2.74786025540081,6.25397731719182
2.75805708118931,5.10660883841883
2.76,6.15921469086867
2.7683236791131,6.87385609905411
2.77836823519448,5.51007282684389
2.78839889193814,6.13142087667344
2.79864767272206,5.8689870654245
2.8,6.087788478228
2.80875125808361,5.6086430403151
2.81879511354182,6.60735569159977
2.82883221757589,7.06238232064393
2.83892069235323,4.72422525083348
2.84,6.15322909079866
2.84909495665203,5.34457373885711
2.85919805208566,6.235916987992
2.86922409993623,6.55371443594997
2.87940782136904,5.66201547705645
2.88,4.94845840685504
2.88950791813035,7.96244097548724
2.89963479118938,5.8399565793415
2.90976685906439,7.26390043116884
2.91986956059004,7.0771975597926
2.92,5.70708926195133
2.92988264490453,5.07396198338055
2.94027514962813,7.53456640373864
2.95030616851361,6.44189064718123
2.96,6.00263309201227
2.96033869451731,6.0074542804167
2.97039748957341,6.03785778130973
2.98053535526755,5.53586525147543
2.99064776138105,6.49041737887988
3,6.46760082228903
3.0007082128458,5.04544315739676
3.01081775043186,5.56607462791284
3.02097162416447,4.76798765268064
3.03111985757611,4.89659300921233
3.04,6.0682091202925
3.04149200680301,6.14184013685963
3.05153666016161,8.239112696295
3.06171679033538,8.09740193040107
3.0718829756124,5.6186694036918
3.08,6.58089706560579
3.08272726509352,6.13971282975418
3.09291357443421,6.37872103746373
3.10299561480441,4.37646245083237
3.11315838651741,6.89935885020933
3.12,6.88236435376642
3.12318996489122,6.17348322545793
3.13331263207957,5.0826239371284
3.14333670749721,6.23216731075509
3.15337005841195,6.08033699392951
3.16,6.4318387201641
3.1633921783535,6.40956107389779
3.17358150245521,6.12003576329048
3.18371253468254,5.48655071460018
3.19377343972352,6.77422049216846
3.2,6.01791291721697
3.20386016363553,5.56644579611955
3.21401251674768,5.94000614947601
3.22408641830384,6.75968905754926
3.23428583825146,4.11849952853107
3.24,5.82673878215278
3.24438661338682,7.17176030832109
3.25461863747243,4.68227285718231
3.26497378361143,6.10194861016827
3.27509702345413,4.53536660608456
3.28,6.37197540500211
3.285332690903,7.50386228020445
3.29539934303721,7.15743835122212
3.30561502084334,6.42140734874092
3.31568472728402,6.38445257200715
3.32,6.14985696197386
3.32586502118475,6.85156573103172
3.33588713315696,5.97142649389547
3.34602390191967,5.14631884614966
3.3561274430867,6.44091790584786
3.36,5.92264328299715
3.36617136496118,5.99528432288901
3.37632423654505,5.29677871587192
3.38650523375919,5.73245555596707
3.39677487152579,5.96904567949093
3.4,6.1822141222453
3.40688182515271,5.04526034252329
3.41705560697798,5.6968443415481
3.42723669291151,6.00493020354284
3.43727193068907,6.66549660045014
3.44,6.08469734074585
3.44729477252516,5.36486265243722
3.45732806762369,6.6979167078053
3.46734603062195,4.70699786984477
3.47738296065666,6.28545042491707
3.48,6.55929205414501
