"Grafico8"
"Tempo (sec)","Forza di reazione11 (newton)"
0,0
0.0100068514116233,5.37770912934311
0.0200408172997541,5.42605412061851
0.0300795602306394,4.89405885432054
0.04,5.94136325137525
0.0402092119703398,4.30484165228687
0.0505052854824343,6.18276781027107
0.0605207305024518,6.13936622127999
0.0709614912912078,4.24831628200365
0.08,6.32203581725583
0.081292563162295,4.80389844488521
0.0914511990762468,6.07527635651193
0.101777644570932,6.46120412761013
0.111860778005825,7.15574428523428
0.12,6.6399102948327
0.121963667223948,6.88246683300226
0.132073706888529,6.09792101635749
0.142330268651521,6.17431474717627
0.152390364173809,6.32947022960005
0.16,6.29156843740611
0.162475450522168,5.31240815451636
0.172722043490302,7.18668365737416
0.182751391882696,6.55559447497408
0.19286032738266,6.0282751401749
0.2,5.21333889717328
0.203012758312877,7.2654998483868
0.213155993293079,6.01735100255789
0.223682017854794,6.85525042214128
0.233814023787023,6.33270841957434
0.24,5.93369590004577
0.244109687769687,5.97527695502733
0.254314845324386,6.92794136438513
0.264365826181218,5.42310463678625
0.274848170208085,5.87586692489961
0.28,6.31348130540785
0.284872138791832,6.47388785674558
0.29503592816877,6.90713872592963
0.305147678322462,5.31118949873898
0.315277985970236,5.84387715395634
0.32,6.21636059457357
0.325328152935156,5.43001184434168
0.335524781176334,6.34347644266138
0.345574969163965,7.12488032890142
0.355596950277705,6.70307742707935
0.36,6.24638437845319
0.3660937272668,5.72076244366464
0.376142594731055,6.98007676240251
0.386254737481646,6.49911133099022
0.396294139537805,6.34835163915861
0.4,6.05810581594259
0.406886163435768,6.23555618856188
0.417025902836216,5.89019310606896
0.427171847769233,5.02747333480848
0.437196744305267,5.64200485393269
0.44,6.0101309921792
0.447300304068977,5.89667794981605
0.457522848858916,4.55293527811209
0.467540903463798,5.48297124577562
0.477585746468883,5.86064633756604
0.48,5.65220850573451
0.487623901307048,6.51909249872833
0.497653174235546,6.40689261857451
0.507736007283273,7.34793711004011
0.517768570418721,5.50508269287583
0.52,6.20052316463192
0.52791764222658,5.92422045544541
0.537959523661312,6.80548894327911
0.548014948913875,5.49586366201022
0.558061795468707,6.57433983317462
0.56,5.24888881719334
0.568265291796112,7.34715859437976
0.57843588941246,6.46571596939017
0.588624005531233,5.9924738811646
0.598643752522901,5.89810438821833
0.6,6.44386560378523
0.608802517469802,4.28455938922138
0.618845396911336,6.33321459779901
0.628931136915677,5.76286356766764
0.638991265431932,6.08620772165609
0.64,5.93946288017503
0.649034422721738,5.46336458333453
0.659284897762386,6.00379537122942
0.669444305366819,5.10181310199001
0.6794892806634,5.99804196186342
