"Tempo","Forza"
0,0
0.0102468713248051,2.18316571467704e-19
0.0203475789064465,3.20401640048774
0.0303933894832569,4.75051462179717e-16
0.04,7.20929366447358
0.0405243362393581,7.88963380839561
0.0507129393447553,2.65955549847604e-17
0.0607515651569704,5.61448769700972e-16
0.0709451893905011,5.67829049411762e-15
0.08,6.48183171574022e-15
0.0812502313423567,1.0618457319508e-14
0.09129389722021,3.96474178663938
0.101336135408273,3.54063664119612
0.111638642945708,3.54093509608114
0.12,3.77540532314227
0.121671945316518,3.69032564066328
0.131718766932271,2.96602860037037
0.141845658699597,3.27055591622474
0.152039230297885,2.70057565662753
0.16,3.45310709369499
0.162226569250053,3.5706281525315
0.172228099930308,3.01454712787981
0.182312777433953,2.99748141136476
0.193225642819283,2.27173342043072
0.2,3.13580596202922
0.203258195694155,2.52406210612689
0.213392689168028,2.98647776542642
0.223456938653425,3.13635082228287
0.23373547683675,2.90674845781725
0.24,2.98266078994982
0.243843656339859,3.20284588726955
0.254005475343126,2.51380741383972
0.26402439734598,2.93099559866523
0.274179765294826,3.91695053801838
0.28,2.73212995608354
0.284418272764972,3.2591730770521
0.294421779590546,2.85372427559957
0.30445618673772,3.09670747564381
0.314522401555537,2.83251283822361
0.32,3.24909448102255
0.324688874455998,2.95429321360471
0.334718778138673,2.72805157552168
0.345021651500488,2.54571489857601
0.355263173398944,2.49287296153103
0.36,2.76900868125698
0.365502064732597,2.73766260491329
0.375593849617263,3.57820468877246
0.385642943948305,3.13351504828935
0.39567779781102,2.72665653324393
0.4,3.11723010606131
0.405979437530295,2.88287123541018
0.416084327271172,3.20979680987705
0.426277257661861,3.15335043307061
0.436460222812762,2.80095327037297
0.44,3.10680871437372
0.446631001856926,2.17413949506588
0.456657754005108,3.06121266967778
0.466686990934054,3.40582633214651
0.476760150672946,2.60457413709165
0.48,2.8180469744487
0.486985512291582,2.78572561126232
0.497062424199142,3.57454154524177
0.50720177660737,2.52420891976399
0.517258481204156,3.12570073372773
0.52,2.94162018191978
0.527430672578269,2.8868931435086
0.537514076087063,2.73406685289729
0.547516680394249,3.6744663482469
0.557542432375938,3.1927380787301
0.56,2.50967229369644
0.567574395312621,3.07154422181697
0.577621357171608,2.53766175926315
0.587670226941957,2.38011670830744
0.597838532793594,3.63713186909949
0.6,3.20964024164738
0.607866798419859,2.68333268303652
0.61801981486869,3.63355460773988
0.628185366569904,3.56902812234678
0.638263674072292,2.87934610735613
0.64,2.9025426545038
0.648528805928029,2.83463568644204
0.658696177332705,2.43387013220143
0.668752378273616,2.90730029953129
0.678875954149787,3.01217575539713
0.68,2.77159769161703
0.688958607359427,2.93479239667589
0.698997240067677,3.3936211848273
0.709178559512346,3.7212604117538
0.719478927290149,3.52697437372036
0.72,2.93649770421676
0.729641414340455,3.51538622643323
0.739811937445216,3.83446595629066
0.750042970118725,2.5852060786421
0.76,2.60530960095659
0.760179083405931,2.30476872085357
0.770287650149834,2.47520361697312
0.780291111760459,2.88327752058991
0.790504249771592,2.5268995746522
0.8,2.93145318326395
0.800551344271699,2.70387257387988
0.810584749385207,2.50853016404977
0.820658258951362,2.78992682877151
0.830875061554841,2.90578064088834
0.84,2.66943666495772
0.840994515574358,2.07621449624378
0.851156968199243,2.60358322326468
0.861444611191205,3.17361119477087
0.871481848948071,2.77636017182072
0.88,2.92138679488581
0.881497315344775,2.95348324459161
0.891622544531459,2.88632850677291
0.90173404866991,2.75665350040045
0.911784229392883,2.80811799582161
0.92,3.4283143722403
0.921807514329485,2.74307707036342
0.931846333250738,2.77564982290107
0.942052369984841,2.6541657253542
0.952111895890637,2.65799186407507
0.96,2.97112259618242
0.962220089510422,2.25315347995158
0.972255086182131,2.42395092128338
0.982309556114349,3.26974589697881
0.992578280679793,2.76527665962728
1,2.73358809438156
1.00259945517741,2.39257881323941
1.01265487822286,2.63215298625964
1.02281294719877,3.67477576510963
1.03319158530925,4.09691171545744
1.04,3.17438732558351
1.04338744024047,2.91401616537572
1.05353839097309,3.3646505510604
1.06355612039579,2.18818062902549
1.07360879807847,2.81005126340836
1.08,2.82608702113858
1.08384691454745,3.81480025765246
1.09390533728887,2.22385537770753
1.1039338331807,2.80218882977663
1.11418879356471,2.04896536062664
1.12,3.08812227924703
1.12435994177837,2.55762124410359
1.13444409136922,3.62129754698098
1.14464934574018,3.15197240221212
1.15477151646379,3.1861233187432
1.16,2.80467320525799
1.16490075776853,2.4295884805502
1.1749854585067,3.26330714414442
1.185079898466,3.15593484201622
1.19511296840616,3.93602921653268
1.2,2.73113314628232
1.20531118982741,3.1946205047239
1.21537543479076,3.10233609884513
1.22554182424028,2.97910404792533
1.23566617871532,2.39699324595762
1.24,2.77082666464496
1.24567620329576,3.02456396999459
1.25578915951603,2.74766028647589
1.26583519751633,3.04263611537305
1.27597689802084,2.98955772205001
1.28,3.1720948606899
